数据主题,类型,名称,字段名,描述,可过滤,可排序,过滤可选值数量,排除维度数量,排除指标数量,备注
BASIC_DATA,指标,拨打接通率,clue_connected_rate,"客户拨打电话，接通线索与拨打线索的比率。计算方式：接通线索数/拨打线索数。
指标更新时间：t+1天，即10月2日更新10月1日数据",,,,10,0,
BASIC_DATA,指标,拨打接通线索成本,clue_connected_cost,"客户拨打且接通，并沉淀到巨量平台的线索的平均成本，计算方式：拨打率*消耗/接通线索数，该指标统计时间以线索产生时间为准。
例如:投放内容在10月1日展现，用户在10月1日提交线索，实际客服给用户拨打且接通时间为10月2日，则该接通线索数会记为10月1日的接通线索数，而非10月2日。该指标追溯周期为近7天，即10月1日产生的线索，10月7日前(含当日)拨打并接通均会计入10月1日。指标更新时间：t+1天，即10月2日更新10月1日数据",,,,10,0,
BASIC_DATA,指标,30秒沟通线索数,clue_connected_30s_count,"客户接通后产生30秒沟通，并沉淀到巨量平台的线索数，该指标统计时间以线索产生时间为准。例如：投放内容在10月1日展现，用户在10月1日提交线索，实际客服给用户拨打并沟通30秒的时间为10月2日，则该30秒沟通线索数会记为10月1日的30秒沟通线索数，而非10月2日。该指标追溯周期为近7天，即10月1日产生的线索，10月7日前（含当日）沟通30秒均会计入10月1日。
指标更新时间：t+1天，即10月2日更新10月1日数据",,,,10,0,
BASIC_DATA,指标,30秒沟通线索率,clue_connected_30s_rate,"客户拨打电话，30秒沟通线索与拨打线索的比率。计算方式：30秒沟通线索/拨打线索数。
指标更新时间：t+1天，即10月2日更新10月1日数据",,,,10,0,
BASIC_DATA,指标,30秒沟通线索成本,clue_connected_30s_cost,"客户接通后产生30s沟通，并沉淀到巨量平台的线索的平均成本，计算方式：拨打率*消耗 / 30s接通线索数，该指标统计时间以线索产生时间为准。
例如：投放内容在10月1日展现，用户在10月1日提交线索，实际客服给用户拨打并沟通30秒的时间为10月2日，则该30秒沟通线索数会记为10月1日的30秒沟通线索数，而非10月2日。该指标追溯周期为近7天，即10月1日产生的线索，10月7日前（含当日）沟通30秒均会计入10月1日。 指标更新时间：t+1天，即10月2日更新10月1日数据",,,,10,0,
BASIC_DATA,指标,平均通话时长(秒),clue_connected_average_duration,"客户拨打电话，平均到每条线索数的通话时长。计算方式：总通话时长/接通线索数。
指标更新时间：t+1天，即10月2日更新10月1日数据",,,,10,0,
BASIC_DATA,指标,微信复制,wechat,用户通过长按复制微信号的次数,,,,7,0,
BASIC_DATA,指标,私信留资数,clue_message_count,用户在抖音号私信中留下线索（如号码、微信等）的次数,,,,7,0,
BASIC_DATA,指标,表单提交数(包含附加创意表单数),form_and_submit_count,表单提交和附加创意表单提交之和,,,,0,0,
BASIC_DATA,指标,表单提交成本(包含附加创意表单数),form_and_submit_cost,消耗/表单提交数(包含附加创意表单数),,,,0,0,
BASIC_DATA,指标,意向表单数,intention_form_and_submit_count,意向表单数为用户完成意向表单填写且满足投放账户意向定义的表单数,,,,0,0,
BASIC_DATA,指标,意向表单成本,intention_form_and_submit_cost,消耗/意向表单数,,,,0,0,
BASIC_DATA,指标,正价课购买数（计费时间）,attribution_conversion_class_count,购买低价课后完成正价课购买的用户人数。计费时间是指在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,7,0,
BASIC_DATA,指标,正价课购买成本（计费时间）,attribution_conversion_class_cost,消耗/正价课购买数。购买低价课后完成正价课购买的成本。计费时间是指在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,7,0,
BASIC_DATA,指标,线索数（计费时间）,attribution_all_convert_clue_count,,,,,7,0,
BASIC_DATA,指标,私信留资（计费时间）,attribution_clue_message_count,,,,,7,0,
BASIC_DATA,指标,留资咨询（计费时间）,attribution_consult_clue,,,,,7,0,
BASIC_DATA,指标,智能电话-确认接通 （计费时间）,attribution_phone_connect,,,,,7,0,
BASIC_DATA,指标,线索成本（计费时间）,attribution_all_convert_clue_cost,,,,,7,0,
BASIC_DATA,指标,进入私信数,message_enter_chat,进入私信聊天页面的用户数，单个用户多次进入私信只计算一次,,,,7,0,
BASIC_DATA,指标,私信开口数,message_action,进入私信聊天页面的且实际发送消息的用户数，单个用户多次发送消息只计算一次,,,,7,0,
BASIC_DATA,指标,小程序/小游戏当日LTV,attribution_micro_game_0d_ltv,所选时间范围内的激活用户在激活当日的变现金额,,,,9,0,
BASIC_DATA,指标,小程序/小游戏激活后三日LTV,attribution_micro_game_3d_ltv,所选时间范围内的激活用户在激活后三日内的变现金额,,,,9,0,
BASIC_DATA,指标,小程序/小游戏激活后七日LTV,attribution_micro_game_7d_ltv,所选时间范围内的激活用户在激活后七日内的变现金额,,,,9,0,
BASIC_DATA,指标,小程序/小游戏当日变现ROI,attribution_micro_game_0d_roi,所选时间范围内的激活用户在激活当日的变现ROI，计算公式是：当日LTV / 所选时间的消耗,,,,9,0,
BASIC_DATA,指标,小程序/小游戏激活后三日变现ROI,attribution_micro_game_3d_roi,所选时间范围内的激活用户在激活后三日内的变现ROI，计算公式是：三日LTV / 所选时间的消耗,,,,9,0,
BASIC_DATA,指标,小程序/小游戏激活后七日变现ROI,attribution_micro_game_7d_roi,所选时间范围内的激活用户在激活后七日内的变现ROI，计算公式是：七日LTV / 所选时间的消耗,,,,9,0,
BASIC_DATA,指标,小程序/小游戏当日内购&变现收入（激活时间）,attribution_micro_game_iaap_ltv_1day,所选时间范围内的激活用户在激活当日的变现金额 + 使用 “active_pay”事件回传付费金额时，平台所统计的内购金额总数,,,,9,0,
BASIC_DATA,指标,小程序/小游戏当日内购&变现ROI（激活时间）,attribution_micro_game_iaap_roi_1day,基于激活时间计算的，当日内购&变现金额/消耗,,,,9,0,
BASIC_DATA,指标,激活后24小时变现ROI,attribution_micro_game_24h_roi,激活用户在24小时内产生的变现收入/消耗,,,,9,0,
BASIC_DATA,指标,有效激活数,attribution_effect_active_30d_count,有效激活后30天内有产生单元变现或内购的激活数,,,,9,0,
BASIC_DATA,指标,有效激活成本,attribution_effect_active_30d_cost,消耗/有效激活数,,,,9,0,
BASIC_DATA,指标,24小时综合流水（激活时间）,attribution_micro_game_iaap_ltv_24h,激活后24小时内的付费金额+单元变现金额,,,,9,0,
BASIC_DATA,指标,24小时变现金额（激活时间）,stat_attribution_micro_game_24h_amount,,,,,9,0,
BASIC_DATA,指标,24小时综合ROI（激活时间）,attribution_micro_game_iaap_ltv_24h_roi,24小时综合流水/单元消耗,,,,9,0,
BASIC_DATA,指标,7日综合流水（激活时间）,attribution_micro_game_iaap_ltv_7d,激活后7天内的付费金额+单元变现金额,,,,9,0,
BASIC_DATA,指标,7日综合ROI（激活时间）,attribution_micro_game_iaap_ltv_7d_roi,7日综合流水/消耗,,,,9,0,
BASIC_DATA,指标,7日变现金额（激活时间）,stat_attribution_micro_game_7d_amount,,,,,9,0,
BASIC_DATA,指标,消耗（混变付费部分）（元）,stat_micro_game_iaap_iap_cost,表示单元在投放期内为获取付费流水所花费的预估金额。当天数据可能会有波动，次日稳定。,,,,8,0,
BASIC_DATA,指标,混变-7日付费roi（激活时间）,attribution_micro_game_iaap_iap_roi_8days,7日付费流水/为获取付费流水所产生的单元消耗,,,,10,0,
BASIC_DATA,指标,混变-7日变现roi（激活时间）,attribution_micro_game_iaap_iaa_7d_roi,7日变现流水/为获取变现流水所产生的单元消耗,,,,10,0,
BASIC_DATA,指标,消耗（混变单元变现部分）（元）,stat_micro_game_iaap_iaa_cost,表示单元在投放期内为获取单元变现流水所花费的预估金额。当天数据可能会有波动，次日稳定。,,,,8,0,
BASIC_DATA,指标,小程序/小游戏当日LTV(计费时间）,attribution_billing_micro_game_0d_ltv,所选时间范围内的激活用户在计费时间当日的变现金额。计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,7,0,
BASIC_DATA,指标,小程序/小游戏七日LTV（计费时间）,attribution_billing_micro_game_7d_ltv,所选时间范围内的激活用户在计费时间七日内的变现金额。计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,7,0,
BASIC_DATA,指标,小程序/小游戏当日变现ROI（计费时间）,attribution_billing_micro_game_0d_roi,所选时间范围内的激活用户在计费时间的变现ROI，计算公式是：当日LTV / 所选时间的消耗,,,,7,0,
BASIC_DATA,指标,小程序/小游戏24小时变现金额（计费时间）,stat_attribution_billing_micro_game_24h_amount,,,,,7,0,
BASIC_DATA,指标,小程序/小游戏三日变现金额（计费时间）,stat_attribution_billing_micro_game_3d_amount,,,,,7,0,
BASIC_DATA,指标,小程序/小游戏七日变现金额（计费时间）,stat_attribution_billing_micro_game_7d_amount,,,,,7,0,
BASIC_DATA,指标,小程序/小游戏24小时ROI（计费时间）,attribution_billing_micro_game_24h_roi,,,,,7,0,
BASIC_DATA,指标,小程序/小游戏三日变现ROI（计费时间）,attribution_billing_micro_game_3d_roi,,,,,7,0,
BASIC_DATA,指标,小程序/小游戏七日变现ROI（计费时间）,attribution_billing_micro_game_7d_roi,,,,,7,0,
BASIC_DATA,指标,原生短剧当日变现（结算）,stat_micro_game_0d_amount,,,,,7,0,
BASIC_DATA,指标,当日付费金额,attribution_game_in_app_ltv_1day,所选时间范围内的激活用户，激活当日在APP内的付费金额。,,,,9,0,
BASIC_DATA,指标,激活后一日付费金额,attribution_game_in_app_ltv_2days,所选时间范围内的激活用户，激活后一天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,9,0,
BASIC_DATA,指标,激活后二日付费金额,attribution_game_in_app_ltv_3days,所选时间范围内的激活用户，激活后二天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,9,0,
BASIC_DATA,指标,激活后三日付费金额,attribution_game_in_app_ltv_4days,所选时间范围内的激活用户，激活后三天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,9,0,
BASIC_DATA,指标,激活后四日付费金额,attribution_game_in_app_ltv_5days,所选时间范围内的激活用户，激活后四天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,9,0,
BASIC_DATA,指标,激活后五日付费金额,attribution_game_in_app_ltv_6days,所选时间范围内的激活用户，激活后五天内在APP内的付费金额总和。,,,,9,0,
BASIC_DATA,指标,激活后六日付费金额,attribution_game_in_app_ltv_7days,所选时间范围内的激活用户，激活后六天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,9,0,
BASIC_DATA,指标,激活后七日付费金额,attribution_game_in_app_ltv_8days,所选时间范围内的激活用户，激活后七天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,9,0,
BASIC_DATA,指标,当日付费ROI,attribution_game_in_app_roi_1day,所选时间范围内的激活用户在激活当日的付费ROI，计算公式是：当日付费金额/所选时间的消耗。,,,,9,0,
BASIC_DATA,指标,激活后一日付费ROI,attribution_game_in_app_roi_2days,所选时间范围内的激活用户在激活后一日内的所有付费ROI，计算公式是：激活后一日付费金额/所选时间的消耗。该指标隔日产出，并做了模糊化处理。,,,,9,0,
BASIC_DATA,指标,激活后二日付费ROI,attribution_game_in_app_roi_3days,所选时间范围内的激活用户在激活后二日内的所有付费ROI，计算公式是：激活后二日付费金额/所选时间的消耗。,,,,9,0,
BASIC_DATA,指标,激活后三日付费ROI,attribution_game_in_app_roi_4days,所选时间范围内的激活用户在激活后三日内的所有付费ROI，计算公式是：激活后三日付费金额/所选时间的消耗。,,,,9,0,
BASIC_DATA,指标,激活后四日付费ROI,attribution_game_in_app_roi_5days,所选时间范围内的激活用户在激活后四日内的所有付费ROI，计算公式是：激活后四日付费金额/所选时间的消耗。,,,,9,0,
BASIC_DATA,指标,激活后五日付费ROI,attribution_game_in_app_roi_6days,所选时间范围内的激活用户在激活后五日内的所有付费ROI，计算公式是：激活后五日付费金额/所选时间的消耗。,,,,9,0,
BASIC_DATA,指标,激活后六日付费ROI,attribution_game_in_app_roi_7days,所选时间范围内的激活用户在激活后六日内的所有付费ROI，计算公式是：激活后六日付费金额/所选时间的消耗。,,,,9,0,
BASIC_DATA,指标,激活后七日付费ROI,attribution_game_in_app_roi_8days,所选时间范围内的激活用户在激活后七日内的整体付费ROI，计算公式是：激活后七日付费金额/所选时间的消耗。,,,,9,0,
BASIC_DATA,指标,计费当日激活且首次付费数,attribution_day_active_pay_count,单元计费当日激活且首次付费的次数,,,,0,0,
BASIC_DATA,指标,计费当日激活且首次付费成本,attribution_day_active_pay_cost,消耗/计费当日激活且首次付费数,,,,0,0,
BASIC_DATA,指标,计费当日激活且首次付费率,attribution_day_active_pay_rate,计费当日激活且首次付费数/激活数,,,,0,0,
BASIC_DATA,指标,激活当日首次付费数,active_pay_intra_day_count,当日发生激活且首次付费的次数,,,,0,0,
BASIC_DATA,指标,激活当日首次付费成本,active_pay_intra_day_cost,消耗/激活当日首次付费数,,,,0,0,
BASIC_DATA,指标,激活当日首次付费率,active_pay_intra_day_rate,激活当日首次付费数/激活数,,,,0,0,
BASIC_DATA,指标,激活后24h首次付费数,attribution_active_pay_intra_one_day_count,激活事件发生后24小时首次付费数，归因到激活时间,,,,9,0,
BASIC_DATA,指标,激活后24h首次付费成本,attribution_active_pay_intra_one_day_cost,消耗/激活后24小时首次付费数,,,,9,0,
BASIC_DATA,指标,激活后24h首次付费率,attribution_active_pay_intra_one_day_rate,激活后24小时首次付费数/激活数,,,,9,0,
BASIC_DATA,指标,激活后24h付费金额,attribution_active_pay_intra_one_day_amount,激活24小时内app付费金额,,,,9,0,
BASIC_DATA,指标,激活后24h付费ROI,attribution_active_pay_intra_one_day_roi,激活24小时内的付费金额/消耗,,,,9,0,
BASIC_DATA,指标,首次付费后24h内付费金额,first_pay_intra_24hour_amount,所选时间范围内的激活用户，付费24小时内在APP内的付费金额总和。该指标隔日产出。,,,,9,0,
BASIC_DATA,指标,首次付费后24h付费ROI,first_pay_intra_24hour_roi,所选时间范围内的激活用户，在付费24小时内的所有付费ROI。计算公式是：付费24小时内的付费金额/所选时间的消耗。该指标隔日产出。,,,,9,0,
BASIC_DATA,指标,激活后七日首次付费率,attribution_active_pay_7d_rate,"所选时间范围内激活用户在激活后七天内产生首次付费的概率。 
激活后七日首次付费率 = 所选时间内激活用户在激活后七天内的首次付费数 / 所选时间内激活数",,,,9,0,
BASIC_DATA,指标,激活后七日首次付费数,attribution_active_pay_7d_count,所选时间范围内的激活用户，激活后七天内的首次付费数，归因到激活时间。,,,,9,0,
BASIC_DATA,指标,激活后七日首次付费成本,attribution_active_pay_7d_cost,"所选时间范围内激活用户在激活后七天内产生首次付费的成本。 
激活后七日首次付费成本 = 所选时间内总消耗 / 所选时间内激活用户在激活后七天内的首次付费数",,,,9,0,
BASIC_DATA,指标,完件数,loan_completion,互联网金融-贷款行业中，用户成功提交贷款额度申请的行为,,,,7,0,
BASIC_DATA,指标,完件成本,loan_completion_cost,计算方式：总花费／完件数。当天数据可能会有波动，次日早8点后稳定。,,,,7,0,
BASIC_DATA,指标,完件率,loan_completion_rate,计算方式：完件数／注册数,,,,7,0,
BASIC_DATA,指标,预授信数,pre_loan_credit,互联网金融-贷款行业中，用户提交一部分个人信息后，客户初步审批通过，并引导用户进行更加详细的信息填写以完成最终授信,,,,7,0,
BASIC_DATA,指标,预授信成本,pre_loan_credit_cost,计算方式：总花费／预授信数。当天数据可能会有波动，次日早8点后稳定。,,,,7,0,
BASIC_DATA,指标,授信数,loan_credit,互联网金融-贷款行业中，用户提交贷款额度申请后，客户审批通过，给予用户可贷款的额度,,,,7,0,
BASIC_DATA,指标,授信成本,loan_credit_cost,计算方式：总花费／授信数。当天数据可能会有波动，次日早8点后稳定。,,,,7,0,
BASIC_DATA,指标,授信率,loan_credit_rate,计算方式：授信数／完件数,,,,7,0,
BASIC_DATA,指标,放款数,loan,互联网金融-贷款行业中，用户的贷款申请通过审批并发放到用户,,,,7,0,
BASIC_DATA,指标,放款成本,loan_cost,计算方式：总花费/放款数。当天数据可能会有波动，次日早8点后稳定,,,,7,0,
BASIC_DATA,指标,放款率,loan_rate,计算方式：放款数/授信数,,,,7,0,
BASIC_DATA,指标,保险支付数,premium_payment_count,用户完成保险支付的总次数,,,,7,0,
BASIC_DATA,指标,保险支付成本,premium_payment_cost,总花费/保险支付总次数,,,,7,0,
BASIC_DATA,指标,保险支付ROI,insurance_lt_roi,所选时间范围内的保险支付ROI，计算公式：保费金额*经验系数/消耗。该指标暂时只支持深度转化目标是保险ROI出价的计划。,,,,7,0,
BASIC_DATA,指标,银行卡信息填写完成数,bankcard_information_count,留下银行卡信息的用户人数,,,,7,0,
BASIC_DATA,指标,补充个人信息填写完成数,personal_information_count,完成个人信息补充的用户人数,,,,7,0,
BASIC_DATA,指标,用户活体认证信息上传完成数,certification_information_count,完成活体认证的用户人数,,,,7,0,
BASIC_DATA,指标,开户数,open_account_count,成功开户的用户人数,,,,7,0,
BASIC_DATA,指标,到课数,first_class_count,财商课体验课出席第一次课的用户人数,,,,7,0,
BASIC_DATA,指标,二次课到课数,second_class_count,财商课体验课出席第二次课的用户人数,,,,7,0,
BASIC_DATA,指标,微信取关数,unfollow_in_wechat_count,取消客户企业号和个人号关注的用户数（金融行业）,,,,7,0,
BASIC_DATA,指标,微信内付费数,in_wechat_pay_count,用户添加微信成功（金融行业）,,,,7,0,
BASIC_DATA,指标,企业微信用户首次消息数(计费时间),attribution_work_wechat_dialog_count,所选时间范围内的微信用户首次消息数之和。计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,7,0,
BASIC_DATA,指标,次级授信数,low_loan_credit_count,低质量用户的授信,,,,7,0,
BASIC_DATA,指标,高价值授信数,high_loan_credit_count,高质量用户的授信,,,,7,0,
BASIC_DATA,指标,M2内退保数,withdraw_m2_count,在保险M2期内退保的用户数,,,,7,0,
BASIC_DATA,指标,财富小单成交,small_amount_pay_count,金融财富行业中，用户完成小额订单成交。,,,,7,0,
BASIC_DATA,指标,三日授信个数（计费时间）,attribution_loan_credit_3d_count,以计费时间开始的3天内（3X24小时），累计转化的授信个数,,,,7,0,
BASIC_DATA,指标,三日授信金额（计费时间）,attribution_loan_credit_3d_amount,单元曝光后3日内用户首笔授信金额之和。,,,,7,0,
BASIC_DATA,指标,三日授信ROI （计费时间）,attribution_loan_credit_3d_roi,实际ROI=3日内授信金额/累计消耗，为投放期内实际ROI数据。,,,,7,0,
BASIC_DATA,指标,三日授信件均金额（计费时间）,attribution_loan_credit_3d_amount_avg,单元曝光后3日内用户首笔授信金额的平均值。,,,,7,0,
BASIC_DATA,指标,七日支用个数（计费时间）,attribution_loan_7d_count,以计费时间开始的7天内（7X24小时），累计转化的支用个数,,,,7,0,
BASIC_DATA,指标,七日支用金额 （计费时间）,attribution_loan_7d_amount,单元曝光后7日内用户累计支用金额之和。,,,,7,0,
BASIC_DATA,指标,七日支用ROI （计费时间）,attribution_loan_7d_roi,实际ROI=7日内支用金额/累计消耗，为投放期内实际ROI数据。,,,,7,0,
BASIC_DATA,指标,引流电商订单GMV,in_app_order_gmv,当您使用“in_app_order”事件回传订单金额时，对应的GMV金额,,,,7,0,
BASIC_DATA,指标,引流电商订单ROI,in_app_order_roi,引流电商订单GMV/消耗,,,,7,0,
BASIC_DATA,指标,引流电商支付GMV,in_app_pay_gmv,当您使用“in_app_pay”事件回传支付金额时，对应的GMV金额,,,,7,0,
BASIC_DATA,指标,引流电商支付ROI,in_app_pay_roi,引流电商支付GMV/消耗,,,,7,0,
BASIC_DATA,指标,引流电商订单GMV（计费时间）,attribution_in_app_order_gmv,在转化行为发生（或回传）之后，将订单GMV回记到过去30天内的扣费（消耗产生）时间上。 例如：单元在8月20日展示给用户，用户点击单元后于8月23日产生1笔购买，则8月23日这笔购买将会展示在8月20日，8月23日没有订单GMV。,,,,7,0,
BASIC_DATA,指标,引流电商订单ROI（计费时间）,attribution_in_app_order_roi,在转化行为发生（或回传）之后，将订单ROI回记到过去30天内的扣费（消耗产生）时间上。 例如：单元在8月20日展示给用户，用户点击单元后于8月23日产生1笔购买，则8月23日这笔购买将会展示在8月20日，8月23日没有订单ROI。,,,,7,0,
BASIC_DATA,指标,引流电商订单数,in_app_order_count,成交订单总数,,,,7,0,
BASIC_DATA,指标,引流电商净成交订单数,in_app_order_net_count_1h,剔除成交后1小时内退款订单后的订单总数,,,,7,0,
BASIC_DATA,指标,引流电商净成交GMV,in_app_order_net_gmv_1h,"剔除成交后1小时内退款订单金额后的总金额
",,,,7,0,
BASIC_DATA,指标,引流电商净成交ROI,in_app_order_net_roi_1h,净成交ROI = 净成交金额 / 消耗,,,,7,0,
BASIC_DATA,指标,引流电商订单数（计费时间）,attribution_in_app_order_count,在转化行为发生（或回传）之后，将订单数回记到过去30天内的扣费（消耗产生）时间上。 例如：广告在8月20日展示给用户，用户点击广告后于8月23日产生1笔购买，则8月23日这笔购买将会展示在8月20日，8月23日没有订单数。,,,,7,0,
BASIC_DATA,指标,引流电商净成交订单数（计费时间）,attribution_in_app_order_net_count_1h,在转化行为发生（或回传）之后，将净成交订单数回记到过去30天内的扣费（消耗产生）时间上。 例如：广告在8月20日展示给用户，用户点击广告后于8月23日产生1笔购买，则8月23日这笔购买将会展示在8月20日，8月23日没有净成交订单数。,,,,7,0,
BASIC_DATA,指标,引流电商净成交订单GMV（计费时间）,attribution_in_app_order_net_gmv_1h,在转化行为发生（或回传）之后，将净成交订单GMV回记到过去30天内的扣费（消耗产生）时间上。 例如：广告在8月20日展示给用户，用户点击广告后于8月23日产生1笔购买，则8月23日这笔购买将会展示在8月20日，8月23日没有净成交订单GMV。,,,,7,0,
BASIC_DATA,指标,引流电商净成交订单ROI（计费时间）,attribution_in_app_order_net_roi_1h,引流电商净成交GMV（计费时间）/消耗,,,,7,0,
BASIC_DATA,指标,引流电商净成交成本,in_app_order_net_cost_1h,引流电商净成交成本=消耗/引流电商净成交订单数,,,,7,0,
BASIC_DATA,指标,引流电商净成交成本（计费时间）,attribution_in_app_order_net_cost_1h,引流电商净成交成本（计费时间）=消耗/引流电商净成交订单数（计费时间）,,,,7,0,
BASIC_DATA,指标,提交身份认证数,submit_certification_count,出行行业司机在应用内提交身份认证的次数,,,,7,0,
BASIC_DATA,指标,通过身份认证数,approval_count,出行行业司机在应用内成功通过身份认证的次数,,,,7,0,
BASIC_DATA,指标,司机首次完单数,first_order_count,出行行业司机在应用内首次成功完成订单的数量,,,,7,0,
BASIC_DATA,指标,乘客首次下单数,first_rental_order_count,出行行业乘客在应用内首次成功下单的数量,,,,0,0,
BASIC_DATA,指标,乘客首次支付数,commute_first_pay_count,出行行业乘客在应用内首次成功支付订单的数量,,,,0,0,
BASIC_DATA,指标,播放量,total_play,播放时间大于0S的数量，在某些蜂窝网络环境下，需要您手动点击开始才会开始播放，因此有时播放数小于展示数。,,,,0,0,
BASIC_DATA,指标,3秒播放数,play_duration_3s,单元播放时间大于等于3秒的数量，如果视频总时长不足3秒，则记录播放完成的次数。,,,,7,0,
BASIC_DATA,指标,有效播放数,valid_play,竞价单元播放时间大于等于10秒的数量，如果视频总时长不足10秒，则记录播放完成的次数。品牌单元在部分APP（头条、头条lite、抖音、西瓜、抖音火山版、皮皮虾）播放时间大于等于5秒的数量，在其他APP大于等于3秒的数量，如果视频总时长不足5秒/3秒时，则记录播放完成的次数。,,,,0,0,
BASIC_DATA,指标,有效播放成本,valid_play_cost,计算公式：总花费/有效播放数，当天数据可能会有波动，次日早8点后稳定。,,,,0,0,
BASIC_DATA,指标,有效播放率,valid_play_rate,计算公式：有效播放数/展示数。,,,,0,0,
BASIC_DATA,指标,千次有效播放数,valid_play_of_mille,有效播放数/1000，其中有效播放数是指，竞价单元播放时间大于等于 10 秒的数量，如果视频总时长不足 10 秒，则记录播放完成的次数；品牌单元在部分 APP（头条、头条 lite、抖音、西瓜、抖音火山版、皮皮虾）播放时间大于等于 5s 的数量，在其他 APP 大于等于 3s 的数量，如果视频总时长不足 5s/3s 时，则记录播放完成的次数。,,,,0,0,
BASIC_DATA,指标,千次有效播放成本,valid_play_cost_of_mille,总花费/千次有效播放数，当天数据可能会有波动，次日早 8 点后稳定。,,,,0,0,
BASIC_DATA,指标,25%进度播放数,play_25_feed_break,用户播放至视频长度25%及以上的次数，包括跳跃播放至此长度的播放次数,,,,7,0,
BASIC_DATA,指标,50%进度播放数,play_50_feed_break,用户播放至视频长度50%及以上的次数，包括跳跃播放至此长度的播放次数,,,,7,0,
BASIC_DATA,指标,75%进度播放数,play_75_feed_break,用户播放至视频长度75%及以上的次数，包括跳跃播放至此长度的播放次数,,,,7,0,
BASIC_DATA,指标,99%进度播放数,play_99_feed_break,用户播放至视频长度99%及以上的次数，包括跳跃播放至此长度的播放次数,,,,7,0,
BASIC_DATA,指标,平均单次播放时长,average_play_time_per_play,计算方法：视频播放总实际时长／播放总次数（不包含跳跃的时长）,,,,7,0,
BASIC_DATA,指标,完播率,play_over_rate,计算公式：播放完成数/播放数。,,,,0,0,
BASIC_DATA,指标,WiFi播放占比,wifi_play_rate,在wifi环境下视频的播放数/视频播放总数,,,,7,0,
BASIC_DATA,指标,3秒卡片展现数,card_show,对于视频卡片类单元，在视频播放到3秒时进行卡片展现的数量。,,,,7,0,
BASIC_DATA,指标,点赞数,dy_like,单元被用户点赞的数量,,,,0,0,
BASIC_DATA,指标,评论量,dy_comment,用户在评论区对单元创意输入评论并点击提交的次数，仅限有评论区的APP（西瓜目前没有评论区）,,,,0,0,
BASIC_DATA,指标,分享量,dy_share,用户把单元分享到其他社交媒体的次数，成功完成一次分享行为记一次分享数,,,,0,0,
BASIC_DATA,指标,不感兴趣数,ad_dislike_cnt,用户点击对单元不感兴趣的反馈的行为数量。,,,,7,0,
BASIC_DATA,指标,举报数,ad_report_cnt,用户认为单元质量较差而点击举报的行为数量。,,,,7,0,
BASIC_DATA,指标,挑战赛查看数,ies_challenge_click,抖音单元中，用户点击挑战赛查看的数量,,,,7,0,
BASIC_DATA,指标,音乐查看数,ies_music_click,抖音单元中，用户点击音乐查看的数量,,,,7,0,
BASIC_DATA,指标,POI点击数,location_click,抖音单元中，用户点击POI组件的次数，一般出现在信息流或评论页面。POI为Point of Interest缩写,,,,7,0,
BASIC_DATA,指标,评论区入口点击数,comment_click_count,,,,,8,0,
BASIC_DATA,指标,WiFi播放量,wifi_play,在wifi环境下视频的播放数,,,,7,0,
BASIC_DATA,指标,播放时长,play_duration_sum,单位ms，计算方法：视频播放总实际时长/播放总次数（不包含跳跃的时长）,,,,7,0,
BASIC_DATA,指标,搜索组件点击数,search_component_click_count,用户点击视频底部或评论区顶部搜索组件的点击次数,,,,8,0,
BASIC_DATA,指标,搜索组件点击率,search_component_click_rate,视频搜索组件点击次数占展示次数的百分比，计算方法：搜索组件点击数/展示数,,,,8,0,
BASIC_DATA,指标,主页访问量,dy_home_visited,点击单元头像进入主页进行访问的次数，目前抖音、头条号外、抖音火山版可进行主页访问,,,,0,0,
BASIC_DATA,指标,粉丝量,dy_follow,单元被受众新增关注的数量，目前抖音、头条号外、微头条、抖音火山版可新增关注,,,,0,0,
BASIC_DATA,指标,私信开口数,message_action,进入私信聊天页面的且实际发送消息的用户数，单个用户多次发送消息只计算一次,,,,7,0,
BASIC_DATA,指标,落地页访问量,click_landing_page,用户在投放账户抖音号主页内访问落地页的次数,,,,7,0,
BASIC_DATA,指标,主页商品橱窗访问量,click_shopwindow,用户在投放账户抖音号主页中访问商品橱窗的次数,,,,7,0,
BASIC_DATA,指标,主页内落地页访问量,click_website,用户在投放账户抖音号主页内访问落地页的次数,,,,7,0,
BASIC_DATA,指标,主页内电话拨打点击量,click_call_dy,用户在投放账户抖音号主页内点击电话拨打的次数,,,,7,0,
BASIC_DATA,指标,主页下载链接点击量,click_download,用户在投放账户抖音号主页内点击下载的次数,,,,7,0,
